English,Hindi,Santali
"Sir S. C. C. C. C. C. C. D. C. C. C. C.C., of C.C.A., the editor of data in Crisinfo has concluded that the 200020 s has been the best 10yearyearyearold time for testing cameras since the 1940s.","करकइनफ Cricinfo क आकड क सपदक एस रजश न यह नषकरष नकल ह क 20002009 क दशक 1940 क दशक स टसट बललबज क लए सरवशरषठ 10वरष क समय रह ह इस अवध क दरन मरलधरन सपषट रप स टसट वकट लन वल परमख गदबज रह जनहन गद पर बलल क परभतव क बवजद 20.97 क औसत स 565 वकट अपन झल म डल शन वरन न इस दशक क दरन 25.17 क औसत स 357 वकट हसल कय टसट मच म 100 स अधक वकट लन वल सपनर म कवल जन बरगस 17.75, जम लकर 21.24, बल ओ रल 22.59 और कलर गरमट 24.21 क गदबज औसत 25.00 स बहतर ह","ᱠᱨᱤᱠᱤᱱᱯᱷᱳ ᱨᱮᱱᱟᱜ ᱯᱚᱨᱤᱥᱚᱝᱠᱷᱟᱱ ᱥᱟᱥᱟᱯᱲᱟᱣᱤᱡ ᱮᱥᱹ ᱨᱟᱡᱮᱥ ᱮ ᱜᱚᱴᱟ ᱟᱠᱟᱫᱟ ᱡᱮ ᱒᱐᱐᱐ᱼ᱒᱐᱐᱙ ᱫᱚᱥᱚᱠ ᱫᱚ ᱑᱙᱔᱐ ᱫᱚᱥᱚᱠ ᱛᱟᱭᱚᱢ ᱠᱷᱚᱱ ᱴᱮᱥᱴ ᱵᱮᱴᱥᱢᱮᱱ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱨᱮᱥ ᱑᱐ ᱥᱮᱨᱢᱟ ᱨᱮᱱᱟᱜ ᱚᱠᱛᱚ ᱠᱟᱱᱟ ᱱᱚᱣᱟ ᱚᱠᱛᱚ ᱨᱮ ᱢᱩᱨᱞᱤᱫᱷᱚᱨᱚᱱ ᱫᱚ ᱴᱮᱥᱴ ᱨᱮᱱᱟᱜ ᱢᱟᱨᱟᱝ ᱩᱭᱠᱮᱴ ᱦᱟᱛᱟᱣᱤᱡ ᱮ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱵᱮᱴ ᱛᱮ ᱟᱹᱭᱫᱷᱟᱹᱨ ᱛᱟᱸᱦᱮᱱ ᱛᱩᱞᱩᱡ ᱦᱚᱸ ᱵᱚᱞ ᱛᱮ ᱕᱖᱕᱕ ᱩᱭᱠᱮᱴ ᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱱᱚᱣᱟ ᱫᱚᱥᱚᱠ ᱨᱮ ᱥᱮᱱ ᱣᱟᱨᱱ ᱫᱚ ᱒᱕ᱹ᱑᱗ ᱜᱚᱲ ᱨᱮ ᱓᱕᱗ ᱩᱭᱠᱮᱴ ᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱴᱮᱥᱴ ᱢᱮᱪ ᱨᱮ ᱑᱐᱐ ᱩᱭᱠᱮᱴ ᱠᱷᱚᱱ ᱵᱟᱹᱲᱛᱤ ᱩᱭᱠᱮᱴ ᱦᱟᱛᱟᱣᱤᱡ ᱥᱯᱤᱱᱟᱨ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱮᱠᱷᱮᱱ ᱡᱚᱱ ᱵᱨᱤᱜᱥ ᱑᱗ᱹ᱗᱕, ᱡᱤᱢ ᱞᱮᱠᱟᱨ ᱒᱑ᱹ᱒᱔, ᱵᱤᱞ ᱳᱨᱟᱭᱞᱤ ᱒᱒᱒ᱹ᱕᱙ ᱟᱨ ᱠᱞᱮᱨᱤ ᱜᱨᱤᱢᱮᱴ"
"My dear country citizen, theres a lifesanity for our vice presidents, and you have also heard about this advice. That means keep moving, keep moving.","मर पयर दशवसय, हमर उपनषद क एक जवन मनतर ह चरवतचरवतचरवत आपन भ इस मनतर क जरर सन हग इसक अरथ ह चलत रह, चलत रह","ᱤᱧ ᱨᱤᱱ ᱫᱩᱞᱟᱹᱲᱚᱜ ᱫᱤᱥᱚᱢ ᱦᱚᱲ ᱠᱚ, ᱟᱵᱚᱣᱟᱜ ᱩᱯᱱᱤᱥᱚᱫᱽ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱹᱝ ᱡᱤᱵᱚᱱ ᱢᱟᱱᱛᱟᱨ ᱢᱮᱱᱟᱜᱼᱟᱼ ᱪᱟᱨᱟᱭᱵᱮᱛᱤᱼᱪᱟᱨᱟᱭᱵᱮᱛᱤᱼᱪᱟᱨᱟᱭᱵᱮᱛᱤᱼ ᱟᱯᱮ ᱦᱚᱸ ᱱᱚᱣᱟ ᱢᱟᱱᱛᱟᱨ ᱫᱚ ᱟᱸᱡᱚᱢ ᱜᱮᱭᱟ ᱱᱚᱣᱟ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱫ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟᱼ ᱪᱟᱞᱟᱜ ᱢᱮ, ᱪᱟᱞᱟᱜ ᱢᱮ"
"When farmers collect vegetables in the fields at the time, the vegetables get large size and quality.","खत म जब कसन आल क फसल क समय पर सचई करत ह, त आल बड आकर क और गणवततपरण नकलत ह","ᱵᱟᱹᱫᱽ ᱨᱮ ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱚᱠᱛᱚ ᱨᱮ ᱟᱞᱩ ᱪᱟᱥ ᱨᱮ ᱫᱟᱜ ᱠᱚ ᱮᱢᱼᱟ, ᱩᱱ ᱫᱚ ᱟᱞᱩ ᱫᱚ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱟᱨ ᱱᱟᱯᱟᱭ ᱞᱮᱠᱟᱱᱟᱜ ᱦᱩᱭᱩᱜᱼᱟ"
"How many are cow, calf, goat, and pig in the village?","गव म गय, भस, बल, बकर और सअर कतन ह?","ᱟᱹᱛᱩ ᱨᱮ ᱛᱤᱱᱟᱹᱜ ᱰᱟᱹᱝᱜᱽᱨᱤ, ᱵᱤᱛᱠᱤᱞ, ᱥᱟᱬ, ᱢᱮᱨᱚᱢ ᱟᱨ ᱥᱩᱠᱨᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ?"
Brothers and Brothers,बहन और भइय,ᱵᱚᱭᱦᱟ ᱟᱨ ᱵᱚᱭᱦᱟ ᱠᱚ
"I bought for the cows yesterday a new provision, and found that their health is better than their health, so that the quality of milk will be better.","मन कल गय क लए नय चर खरद और दख क उनक सवसथय पहल स बहतर ह, जसस दध क गणवतत भ अचछ रहग","ᱤᱧ ᱦᱚᱞᱟ ᱰᱟᱹᱝᱜᱽᱨᱤ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱱᱟᱶᱟ ᱡᱚᱢᱟᱜ ᱤᱧ ᱠᱤᱨᱤᱧ ᱞᱮᱫᱟ ᱟᱨ ᱤᱧ ᱧᱮᱞ ᱠᱮᱫᱟ ᱡᱮ ᱩᱱᱠᱩᱣᱟᱜ ᱦᱚᱲᱢᱚ ᱢᱟᱲᱟᱝ ᱠᱷᱚᱱ ᱵᱷᱟᱜᱮ ᱜᱮᱭᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱛᱳᱣᱟ ᱨᱮᱭᱟᱜ ᱜᱩᱱᱢᱟᱱ ᱦᱚᱸ ᱵᱷᱟᱹᱜᱤ ᱜᱮᱭᱟ"
"As a result, they have been able to help people to learn about Gods Kingdom and the hope of everlasting life on a paradise earth. See the box The Bibles Viewpoint What Does God Require of Us?",गजरत वदयपठ न भ सकरतमक सज क एक यदगर मसल पश क ह,ᱜᱩᱡᱨᱟᱴ ᱵᱤᱫᱽᱫᱟᱹᱜᱟᱲ ᱦᱚᱸ ᱱᱟᱯᱟᱭ ᱥᱟᱹᱡᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱩᱭᱦᱟᱹᱨᱟᱱ ᱫᱟᱹᱭᱠᱟᱹ ᱩᱫᱩᱜ ᱟᱠᱟᱫᱟ
"And I am very content, when a poor man write unto me a letter, and saith unto me how small are the prices of a poor mans poverty due to GST.","और मझ बहत सतष हत ह, खश हत ह, जब कई गरब मझ चटठ लख करक कहत ह क GST क करण एक गरब क जररत क चज म कस दम कम हए ह, चज कस ससत हई ह","ᱟᱨ ᱤᱧ ᱟᱹᱰᱤ ᱨᱟᱹᱥᱠᱟᱹᱧ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ, ᱨᱟᱹᱥᱠᱟᱹᱧ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ, ᱡᱚᱠᱷᱚᱱ ᱡᱟᱦᱟᱸᱭ ᱨᱮᱸᱜᱮᱡ ᱤᱧ ᱪᱤᱴᱷᱤ ᱚᱞ ᱠᱟᱛᱮᱭ ᱞᱟᱹᱭ ᱮᱫᱟ ᱡᱮ, ᱡᱤᱹᱮᱥᱹᱴᱤ ᱠᱷᱟᱹᱛᱤᱨ ᱢᱤᱫ ᱨᱮᱸᱜᱮᱡ ᱦᱚᱲᱟᱜ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱡᱤᱱᱤᱥ ᱠᱚ ᱨᱮᱭᱟᱜ ᱜᱚᱱᱚᱝ ᱪᱮᱫ ᱞᱮᱠᱟ ᱠᱚᱢ ᱟᱠᱟᱱᱟ, ᱡᱤᱱᱤᱥ ᱠᱚ ᱪᱮᱫ ᱞᱮᱠᱟ ᱥᱚᱥᱛᱟ ᱟᱠᱟᱱᱟ"
It takes regular supply of fresh water and green grass to sustain their health and milk.,"पशपलन म गय और भस क नयमत रप स तज पन और हर घस दन आवशयक ह, तक उनक सवसथय और दध उतपदन बहतर रह","ᱡᱤᱭᱟᱹᱞᱤ ᱟᱹᱥᱩᱞ ᱨᱮ ᱰᱟᱹᱝᱜᱽᱨᱤ ᱟᱨ ᱵᱤᱛᱠᱤᱞ ᱠᱚ ᱞᱮᱛᱟᱲ ᱜᱮ ᱦᱮᱲᱮᱢ ᱫᱟᱜ ᱟᱨ ᱦᱟᱹᱨᱭᱟᱹᱲ ᱛᱟᱥᱟᱫ ᱮᱢ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸᱛᱮ ᱩᱱᱠᱩᱣᱟᱜ ᱦᱚᱲᱢᱚ ᱟᱨ ᱛᱳᱣᱟ ᱟᱨᱡᱟᱣ ᱟᱨᱦᱚᱸ ᱱᱟᱯᱟᱭ ᱦᱩᱭᱩᱜᱼᱟ"
"With firm determination, hard work, strong discipline, and strong discipline, at the age of 48.","दढ सकलप, कठर महनत और कड अनशसन क बदलत 48 वरष क उमर म 20 मई 2011 क मउणट एवरसट पर वजय पतक फहरय","ᱠᱮᱴᱮᱡ ᱢᱚᱱᱮ,ᱡᱩᱞᱩᱝ ᱡᱷᱩᱴᱟᱣ ᱟᱨ ᱟ.ᱰᱤ ᱢᱟᱱᱟᱣ ᱵᱟᱛᱟᱣ ᱛᱮ ᱔᱘ ᱵᱚᱪᱷᱚᱨ ᱩᱢᱮᱨ ᱨᱮ ᱒᱐ ᱢᱟᱭ ᱒᱐᱑᱑ ᱦᱤᱞᱚᱜ ᱢᱟᱩᱱᱴ ᱮᱵᱨᱮᱥᱴ ᱨᱮ ᱡᱤᱛᱠᱟ.ᱨ ᱪᱤᱨᱮ ᱩᱰᱟᱣ ᱞᱮᱫᱟ"
A lot of wealth.,बहतबहत धनयवद,ᱟᱹᱰᱤ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ
Its the smallest bird.,बटर सबस छट पकष हत ह,ᱠᱩᱭᱮᱞ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱦᱩᱰᱤᱧ ᱪᱮᱬᱮ ᱠᱟᱱᱟᱭ
Stephen Butler,सटफन फलमग,ᱥᱴᱤᱯᱷᱮᱱ ᱯᱷᱞᱮᱢᱤᱝ
"I also urge you to join them on social media if you have information about such efforts as addition, age, and our traditional treatments.","म आपस भ आगरह करत ह क यद आपक पस यग, आयरवद और हमर परपरक उपचर वधय स सबधत ऐस परयस क जनकर ह, त कपय उनह सशल मडय पर सझ कर","ᱤᱧ ᱟᱢ ᱴᱷᱮᱱ ᱦᱚᱸ ᱠᱟᱛᱷᱟ ᱮᱢ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱮ, ᱡᱩᱫᱤ ᱟᱢ ᱴᱷᱮᱱ ᱡᱳᱜ, ᱟᱭᱩᱨᱵᱷᱮᱫ ᱟᱨ ꯑꯈꯏ ᱨᱮᱭᱟᱜ ᱥᱮᱨᱣᱟ ᱟᱱᱟᱜ ᱜᱷᱟᱹᱞ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱠᱚ ᱥᱟᱶ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱱ ᱱᱚᱶᱟ ᱞᱮᱠᱟᱱ ᱠᱟᱹᱢᱤ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ, ᱩᱱᱫᱚ ᱟᱢ ᱚᱱᱟ ᱫᱚ ᱥᱳᱥᱮᱞ ᱢᱮᱰᱤᱭᱟ ᱨᱮ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨ ᱢᱮ"
In the village farmers believe that the water of the pond is cold and nutritious.,गव म कसन यह मनत ह क तलब क पन सबस ठड और पषटक हत ह,"ᱟᱹᱛᱩ ᱨᱮᱱ ᱪᱟᱹᱥᱤ ᱠᱚ ᱯᱟᱹᱛᱭᱟᱹᱣᱟ ᱡᱮ, ᱯᱩᱠᱷᱨᱤ ᱨᱮᱭᱟᱜ ᱫᱟᱜ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱨᱮᱭᱟᱲ ᱟᱨ ᱯᱩᱥᱴᱤ ᱟᱱᱟᱜ ᱠᱟᱱᱟ"
"The Royal golf course, located on Lake Victoria, is considered one of Indias greatest golf course.",शरनगर म डल झल क कनर सथत रयल सपरगस गलफ करस क भरत क सरवशरषठ गलफ करस म स एक मन जत ह,ᱥᱨᱤᱱᱚᱜᱚᱨ ᱨᱮᱭᱟᱜ ᱰᱟᱞ ᱫᱟᱨᱦᱟ ᱫᱷᱟᱨᱮ ᱨᱮ ᱢᱮᱱᱟᱜ ᱨᱚᱭᱮᱞ ᱥᱯᱨᱤᱝᱥ ᱜᱚᱞᱯᱷ ᱠᱳᱨᱥ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱥᱚᱨᱮᱥ ᱜᱚᱞᱯᱷ ᱠᱳᱨᱥ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱢᱮᱱᱛᱮ ᱢᱚᱱᱮ ᱦᱩᱭᱩᱜᱼᱟ
"Before the second battle had become his national residence in the United States, the philosophy that William van van dermati had used was that of writing psychological dramas, which gave him a play by the RolinsSyders, which led to his play by AzasSzanceGang, Args song. He sought to display the images in their natural environment.","दसर लडई क परव ह अमरक म अपन रषटरय नटयशल बन गई थ ज वचरधर वलयम वन मड न मनवजञनक नटक क लखन क चलई थ, उस रल करथरस न अपन नटक अएज हसवडसग तथ ससन ऐड गड क दवर और आग बढय जयरज कल न अपन नटक म पतर क उनक सवभवक वतवरण म दखन क परयतन कय एलमर रइस न सरवपरथम छयचतर क टकनक क नटयशल म वयवहर कय इसक लख हए सटरट सन, व द पपल, बड आकरषत सदध हए अब रगमच पर बजल क सहर नए नए परयग पररभ हए आलक तथ छय क परयग स नए दय उतपनन कए जन लग","ᱫᱚᱥᱟᱨ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱞᱟᱦᱟ ᱨᱮᱜᱮ ᱟᱢᱮᱨᱤᱠᱟ ᱨᱮ ᱟᱡᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱜᱟᱭᱟᱱ ᱚᱲᱟᱜ ᱵᱮᱱᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱩᱭᱞᱤᱭᱟᱢ ᱵᱷᱮᱱ ᱢᱩᱰᱤ ᱫᱚ ᱢᱚᱱᱚᱥᱛᱤᱠ ᱜᱟᱭᱟᱱ ᱚᱞ ᱨᱮᱱᱟᱜ ᱫᱷᱟᱨᱚᱱᱟ ᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟ, ᱚᱱᱟ ᱫᱚ ᱨᱟᱣᱩᱞ ᱠᱨᱳᱛᱷᱟᱨᱥ ᱫᱚ ᱟᱡᱟᱜ ᱜᱟᱭᱟᱱ ᱮᱡ ᱦᱟᱥᱵᱷᱟᱱᱰᱚᱥ ᱜᱳ ᱟᱨ ᱥᱩᱥᱟᱱ ᱮᱱᱰ ᱜᱮᱰ ᱦᱚᱛᱮᱛᱮ ᱟᱨ ᱦᱚᱸ ᱠᱚ ᱞᱟᱦᱟ ᱤᱫᱤ ᱠᱮᱫᱟ ᱡᱚᱨᱡᱽ ᱠᱮᱞᱤ ᱫᱚ ᱟᱡᱟᱜ ᱜᱟᱭᱟᱱ ᱨᱮᱱᱟᱜ ᱪᱩᱨᱤᱛ ᱠᱚ ᱩᱱᱠᱩᱣᱟᱜ ᱥᱟᱪᱟᱨᱦᱮᱫ ᱞᱟᱭᱚᱝ ᱨᱮ ᱩᱫᱩᱜ ᱨᱮᱱᱟᱜ ᱮ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱞᱮᱫᱟ ᱮᱞᱢᱟᱨ ᱨᱟᱭᱤᱥ ᱫᱚ ᱯᱩᱭᱞᱩ ᱜᱟᱭᱟᱱ ᱚᱲᱟᱜ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱞᱟᱜᱟᱣ ᱨᱮᱱᱟᱜ ᱠᱟᱹᱭᱫᱩᱥ ᱠᱚ ᱩᱫᱩᱜ ᱠᱮᱫᱟ ᱱᱚᱣᱟ ᱨᱮᱱᱟᱜ ᱚᱞ ᱰᱟᱦᱟᱨ ᱨᱮᱱᱟᱜ ᱧᱮᱱᱮᱞᱚᱢ ᱠᱚ, ᱵᱷᱤ ᱫᱤ ᱯᱤᱯᱩᱞ, ᱟᱹᱰᱤ ᱨᱤᱡᱷᱟᱹᱣᱟᱱᱟᱜ ᱮ ᱥᱟᱹᱵᱩᱫ ᱠᱮᱫᱟ ᱱᱤᱛᱚᱜ ᱜᱟᱭᱟᱱ ᱚᱲᱟᱜ ᱨᱮ ᱵᱤᱡᱽᱞᱤ ᱜᱚᱲᱚ ᱛᱮ ᱱᱟᱶᱟ ᱱᱟᱶᱟ ᱵᱤᱰᱟᱹᱣ ᱠᱚ ᱮᱦᱚᱵ ᱠᱮᱫᱟ ᱟᱨᱥᱟᱞ ᱟᱨ ᱩᱢᱩᱞ ᱨᱮᱱᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱛᱮ"
"The Hindu religion has a holy river, Jamuna, the only major river that flows from Delhi.","हद धरम म एक पवतर नद, यमन, दलल स हकर बहन वल एकमतर परमख नद ह",ᱦᱤᱱᱫᱩ ᱫᱷᱚᱨᱚᱢ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱥᱚᱱᱚᱛ ᱱᱟᱹᱭ ᱡᱚᱢᱩᱱᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱫᱤᱞᱞᱤ ᱛᱟᱞᱟᱛᱮ ᱞᱤᱸᱜᱤᱱ ᱢᱤᱫᱴᱟᱝ ᱥᱩᱢᱩᱝ ᱢᱩᱲᱩᱫ ᱱᱟᱹᱭ
"In August 1992, at the age of 20, Murali Gonan had started his career against Australia in the Bosama, and had taken a 31 run by 141 run.",28 अगसत 1992 क 20 सल क उमर म मरलधरन न खतरम सटडयम म ऑसटरलय क खलफ अपन शरआत क थ और 141 रन दकर 3 वकट लय थ करग मकडरमट उनक पहल टसट वकट थ उनक अजब शल और उनक कणय रनअप स पत चल क व रनऑफदमल सपनर नह थ अपन पहल टसट क दरन उनहन एक ऐस आउट कय थ जसस कई लग क मरलधरन क वशष शकतय क बर म आशवसत कर दय थ इसम टम मड क लग सटप उखड गय थ जब उनहन एक गद म कध क इसतमल कय थ और यह गद ऑफसटप क दफट बहर जकर गर थ,᱑᱙᱙᱒ ᱥᱟᱦᱤᱛ ᱨᱮᱱᱟᱜ ᱒᱘ ᱟᱜᱚᱥᱴ ᱒᱐ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮ ᱠᱷᱮᱛᱟᱨᱟᱢᱟ ᱥᱴᱮᱰᱤᱭᱟᱢ ᱨᱮ ᱚᱥᱴᱨᱮᱞᱤᱭᱟ ᱵᱤᱨᱩᱫᱷ ᱨᱮ ᱢᱩᱨᱞᱤᱫᱷᱚᱨᱚᱱ ᱟᱡᱛᱮᱭ ᱥᱚᱫᱚᱨ ᱥᱟᱢᱟᱝ ᱞᱮᱱᱟᱭ ᱟᱨ ᱑᱔᱑ ᱨᱟᱱ ᱨᱮ ᱓ ᱩᱭᱠᱮᱴᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱠᱨᱮᱜ ᱢᱮᱠᱰᱟᱨᱢᱚᱴ ᱟᱭᱟᱜ ᱯᱩᱭᱞᱩ ᱴᱮᱥᱴ ᱩᱭᱠᱮᱴ ᱛᱟᱸᱦᱮᱠᱟᱱᱟᱭ ᱩᱱᱤᱭᱟᱜ ᱦᱟᱦᱟᱲᱟ ᱠᱟᱹᱨᱤ ᱟᱨ ᱠᱳᱱᱤᱭᱚ ᱨᱟᱱᱼᱟᱯ ᱨᱮᱱᱟᱜ ᱢᱮᱱᱮᱫ ᱫᱚ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ ᱡᱮ ᱩᱱᱤ ᱫᱚ ᱨᱟᱱ ᱚᱯᱷ ᱫᱟ ᱢᱤᱞ ᱥᱯᱤᱱᱟᱨ ᱫᱚ ᱵᱟᱝ ᱠᱟᱱᱟᱭ ᱟᱡᱟᱜ ᱯᱩᱭᱞᱩ ᱴᱮᱥᱴ ᱚᱠᱛᱚ ᱨᱮ ᱩᱱᱤ ᱱᱚᱝᱠᱟᱱ ᱢᱤᱫᱴᱮᱱ ᱟᱣᱩᱴ ᱮ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ ᱡᱟᱸᱦᱟ ᱫᱚ ᱢᱩᱨᱞᱤᱫᱷᱚᱨᱚᱱ ᱟᱜ ᱠᱷᱟᱥ ᱫᱟᱲᱮ ᱵᱟᱵᱚᱛ ᱛᱮ ᱟᱹᱰᱤ ᱦᱚᱲᱮ ᱪᱤᱨᱜᱟᱹᱞ ᱞᱮᱫ ᱠᱚᱣᱟ ᱴᱚᱢ ᱢᱩᱰᱤᱭᱟᱜ ᱞᱮᱜ ᱥᱴᱟᱢᱯ ᱨᱮ ᱢᱤᱫᱴᱮᱱ ᱵᱚᱞ ᱨᱮ ᱟᱡᱟᱜ ᱛᱟᱨᱮᱱᱟᱜ ᱮ ᱵᱮᱣᱦᱟᱨ ᱞᱮᱫᱟ ᱟᱨ ᱵᱚᱞ ᱫᱚ ᱚᱯᱷ ᱥᱴᱟᱢᱯ ᱠᱷᱚᱱ ᱵᱟᱨ ᱯᱷᱩᱴ ᱵᱟᱦᱨᱮ ᱨᱮ ᱪᱟᱞᱟᱣ ᱠᱟᱛᱮᱜ ᱮ ᱧᱩᱨ ᱞᱮᱱᱟ
India has refused Pakistans efforts to present a dangerous picture of biscubic relationships and has urged Pakistan to stop taking such an antiplosive approach.,भरत न दवपकषय सबध क खतरनक तसवर परसतत करन क पकसतन क परयस क असवकर कर दय ह और ऐस एकतरफ उपय क लन स रकन क लए पकसतन स आगरह कय ह,ᱵᱷᱟᱨᱚᱛ ᱫᱚ ᱵᱟᱨ ᱫᱤᱥᱚᱢ ᱨᱮᱭᱟᱜ ᱡᱳᱜᱟᱡᱳᱜ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱜᱷᱟᱹᱞᱟᱱ ᱪᱤᱛᱟᱹᱨ ᱩᱫᱩᱜ ᱨᱮᱭᱟᱜ ᱯᱟᱠᱤᱥᱛᱟᱱ ᱟᱜ ᱠᱟᱛᱷᱟ ᱵᱟᱝ ᱠᱚ ᱵᱟᱛᱟᱶ ᱟᱠᱟᱫᱟ ᱟᱨ ᱱᱚᱶᱟ ᱞᱮᱠᱟᱱ ᱢᱤᱫ ᱥᱮᱫ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱵᱟᱝ ᱦᱟᱛᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱯᱟᱠᱤᱥᱛᱟᱱ ᱴᱷᱮᱱ ᱮ ᱠᱟᱛᱷᱟ ᱮᱢ ᱟᱠᱟᱫᱟ
"But you can writeyou, that right? Your love allows me to ride in the moon twice and come back safe.","लकन आपआपआप लख सकत ह क ह, आपक परम मझ द बर चदरम म घमन और सरकषत वपस आन दत ह","ᱢᱮᱱᱠᱷᱟᱱ ᱟᱢᱼᱟᱢᱼᱟᱢ ᱚᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱮ, ᱦᱚᱭ, ᱟᱢᱟᱜ ᱱᱟᱯᱟᱭ ᱫᱚ ᱤᱧ ᱵᱟᱨ ᱫᱷᱟᱣ ᱪᱟᱸᱫᱳ ᱨᱮ ᱫᱟᱬᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱱᱟᱯᱟᱭ ᱛᱮ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡ ᱞᱟᱹᱜᱤᱫ ᱮ ᱮᱢᱼᱟ"
The anointed said that the school ministers sanctika was impressed by Indias call to raise awareness about the campaign.,अभषक न कह क उनहन परधनमतर क सवचछ भरत आहवन स परभवत हकर इस अभयन क बर म लग क बच जगरकत बढन क लए इस यतर क आगज कय ह,"ᱚᱵᱷᱤᱥᱮᱠ ᱢᱮᱱ ᱠᱮᱜᱼᱟᱭ ᱡᱮ, ᱢᱟᱨᱟᱝ ᱢᱚᱱᱛᱨᱤᱭᱟᱜ ᱥᱩᱪᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱛᱮ ᱮᱥᱮᱨ ᱠᱟᱛᱮ, ᱩᱱᱤ ᱫᱚ ᱱᱚᱶᱟ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱤᱫᱤ ᱠᱟᱛᱮ ᱦᱚᱲ ᱠᱚ ᱢᱩᱫᱨᱮ ᱪᱤᱨᱜᱟᱹᱞ ᱵᱟᱹᱲᱛᱤ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱰᱟᱦᱟᱨ ᱮ ᱮᱛᱚᱦᱚᱵ ᱟᱠᱟᱫᱟ"
"There are villages between rivers, hills, and deserts, where people live common lives.","छततसगढ क आदवस इलक म नदय, पहडय और जगल क बच बसतय बस हत ह, जह लग समहक जवन जत ह","ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮᱭᱟᱜ ᱟᱹᱫᱤᱵᱟᱹᱥᱤ ᱴᱚᱴᱷᱟ ᱠᱚᱨᱮ ᱜᱟᱰᱟ, ᱵᱩᱨᱩ ᱟᱨ ᱵᱤᱨ ᱛᱟᱞᱟᱨᱮ ᱜᱤᱨᱟᱹᱵᱟᱥ ᱢᱮᱱᱟᱜᱼᱟ, ᱡᱟᱦᱟᱸᱨᱮ ᱦᱚᱲ ᱠᱚ ᱜᱟᱛᱟᱠ ᱞᱮᱠᱟᱛᱮ ᱡᱤᱭᱚᱱ ᱠᱚ ᱠᱷᱟᱸᱰᱟᱣᱟ"
